Species	WP028_5z	WP029_6c	WP030_23	WP031_14	WP033_26	WP034_11	WP035_5c	WP036_2z	WP037_32	WP038_28	WP039_18	WP040_4c	WP041_2c	WP032_9	WP027_B	PCR_control	Kingdom	Phylum	Class	Order	Family	Genus	Species	Total abundance	Guild	Guild category
Gyrographa_sp	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Roccellaceae	Gyrographa	Gyrographa_sp	3.0	NA	ENA
Daedaleopsis_confragosa	1.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Daedaleopsis	Daedaleopsis_confragosa	8.0	Wood Saprotroph	Sap
Goffeauzyma_gastrica	2.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Goffeauzyma	Goffeauzyma_gastrica	14.0	NA	ENA
Conioscyphaceae_sp	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscyphaceae_gen_Incertae_sedis	Conioscyphaceae_sp	7.0	NA	ENA
Barbatosphaeria_neglecta	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Barbatosphaeria	Barbatosphaeria_neglecta	3.0	Wood Saprotroph	Sap
Cucurbitinus_ibericus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Cucurbitinus	Cucurbitinus_ibericus	1.0	NA	ENA
Fusarium_poae	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_poae	9.0	Animal Pathogen, Endophyte, Lichen Parasite, Plant Pathogen, Soil Saprotroph, Wood Saprotroph	Pat
Phaeotremella_fagi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella	Phaeotremella_fagi	3.0	NA	ENA
Thelephora_palmata	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_palmata	8.0	NA	ENA
Neophaeococcomyces_catenatus	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	3.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	Neophaeococcomyces_catenatus	13.0	NA	ENA
Gymnopilus_penetrans	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	Gymnopilus_penetrans	7.0	Wood Saprotroph	Sap
Capronia_leucadendri	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia_leucadendri	2.0	Endophyte	Nop
Dendrophoma_cytisporoides	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriales_fam_Incertae_sedis	Dendrophoma	Dendrophoma_cytisporoides	8.0	Plant Pathogen	Pat
Chionosphaera_cuniculicola	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Chionosphaera	Chionosphaera_cuniculicola	8.0	NA	ENA
Cladophialophora_humicola	27.0	8.0	2.0	0.0	2.0	0.0	0.0	2.0	9.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola	59.0	Undefined Saprotroph	Sap
Pleuroascus_sp	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Pleuroascus	Pleuroascus_sp	4.0	Dung Saprotroph	Nop
Talaromyces_albobiverticillius	0.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_albobiverticillius	14.0	Undefined Saprotroph	Sap
Sodiomyces_alkalinus	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces_alkalinus	1.0	Animal Pathogen, Endophyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Capronia_pulcherrima	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia_pulcherrima	1.0	Endophyte	Nop
Mortierella_rishikesha	0.0	0.0	1.0	22.0	1.0	0.0	0.0	4.0	2.0	0.0	0.0	5.0	13.0	0.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_rishikesha	48.0	Endophyte, Litter Saprotroph, Soil Saprotroph, Undefined Saprotroph	Sap
Bensingtonia_ciliata	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	Bensingtonia_ciliata	13.0	Undefined Saprotroph	Sap
Colacogloea_hydrangeae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Colacogloeaceae	Colacogloea	Colacogloea_hydrangeae	1.0	Fungal Parasite	Nop
Gibellulopsis_sp	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis_sp	2.0	Plant Pathogen	Pat
Epicoccum_thailandicum	2.0	5.0	6.0	0.0	2.0	0.0	1.0	31.0	2.0	1.0	1.0	3.0	2.0	2.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_thailandicum	58.0	Endophyte, Fungal Parasite, Lichen Parasite, Plant Pathogen, Wood Saprotroph	Pat
Polyporaceae_sp	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporaceae_gen_Incertae_sedis	Polyporaceae_sp	5.0	NA	ENA
Absidia_caerulea	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_caerulea	6.0	Undefined Saprotroph	Sap
Entomortierella_lignicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella_lignicola	1.0	NA	ENA
Rhizophlyctidales_sp	1.0	0.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidales_fam_Incertae_sedis	Rhizophlyctidales_gen_Incertae_sedis	Rhizophlyctidales_sp	20.0	NA	ENA
Peniophorella_pallida	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Peniophorella	Peniophorella_pallida	7.0	Undefined Saprotroph	Sap
Cordycipitaceae_sp	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	9.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordycipitaceae_gen_Incertae_sedis	Cordycipitaceae_sp	14.0	NA	ENA
Malasseziaceae_sp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malasseziaceae_gen_Incertae_sedis	Malasseziaceae_sp	5.0	NA	ENA
Endosporium_sp	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Endosporiaceae	Endosporium	Endosporium_sp	3.0	Undefined Saprotroph	Sap
Fusarium_sarcochroum	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sarcochroum	2.0	Animal Pathogen, Endophyte, Lichen Parasite, Plant Pathogen, Soil Saprotroph, Wood Saprotroph	Pat
Niesslia_tenuis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia_tenuis	1.0	Undefined Saprotroph	Sap
Peniophora_quercina	0.0	0.0	5.0	0.0	3.0	0.0	1.0	0.0	3.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_quercina	18.0	Plant Pathogen, Wood Saprotroph	Pat
Pinaceicola_cordae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pinaceicola	Pinaceicola_cordae	2.0	Litter Saprotroph	Sap
Tremella_encephala	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_encephala	3.0	NA	ENA
Sphaerostilbella_appalachiensis	0.0	0.0	2.0	1.0	1.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Sphaerostilbella	Sphaerostilbella_appalachiensis	17.0	NA	ENA
Kickxellomycota_sp	0.0	0.0	4.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	3.0	0.0	0.0	Fungi	Kickxellomycota	Kickxellomycota_cls_Incertae_sedis	Kickxellomycota_ord_Incertae_sedis	Kickxellomycota_fam_Incertae_sedis	Kickxellomycota_gen_Incertae_sedis	Kickxellomycota_sp	19.0	NA	ENA
Septonema_fasciculare	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Septonema	Septonema_fasciculare	1.0	Wood Saprotroph	Sap
Teloschistaceae_sp	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Teloschistaceae_gen_Incertae_sedis	Teloschistaceae_sp	7.0	NA	ENA
Trichoderma_foliicola	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_foliicola	3.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Colacogloea_eucalyptica	0.0	0.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Colacogloeaceae	Colacogloea	Colacogloea_eucalyptica	12.0	Fungal Parasite	Nop
Talaromyces_infraolivaceus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_infraolivaceus	1.0	Undefined Saprotroph	Sap
Krasilnikovozyma_sp	2.0	2.0	3.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Krasilnikovozyma	Krasilnikovozyma_sp	13.0	NA	ENA
Apiospora_camelliae-sinensis	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Apiospora	Apiospora_camelliae-sinensis	5.0	Plant Pathogen	Pat
Amylocorticiellum_molle	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylocorticiellum	Amylocorticiellum_molle	3.0	Undefined Saprotroph	Sap
Calyptrozyma_sp	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Calyptrozyma	Calyptrozyma_sp	6.0	Undefined Saprotroph	Sap
Papiliotrema_horticola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_horticola	3.0	NA	ENA
Articulospora_sp	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	2.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	Articulospora_sp	35.0	Undefined Saprotroph	Sap
Petriella_guttulata	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Petriella	Petriella_guttulata	2.0	Undefined Saprotroph	Sap
Hyalodendriella_betulae	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Hyalodendriella	Hyalodendriella_betulae	11.0	Undefined Saprotroph	Sap
Mucor_racemosus	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_racemosus	8.0	NA	ENA
Phoma_digitalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma_digitalis	1.0	Endophyte, Dung Saprotroph, Lichen Parasite, Litter Saprotroph, Plant Pathogen, Soil Saprotroph, Wood Saprotroph	Pat
Cephalotrichum_lignatile	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	Cephalotrichum_lignatile	8.0	NA	ENA
Nemania_sp	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania_sp	2.0	Undefined Saprotroph	Sap
Leucosporidium_fellii	1.0	9.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_fellii	25.0	Soil Saprotroph, Undefined Saprotroph	Sap
Glomus_sp	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp	21.0	Arbuscular Mycorrhizal	Myc
Ophiocordycipitaceae_sp	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordycipitaceae_gen_Incertae_sedis	Ophiocordycipitaceae_sp	9.0	NA	ENA
Pochonia_sp	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia_sp	3.0	Animal Pathogen	Nop
Zygophlyctis_melosirae	0.0	14.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Chytridiomycota	Chytridiomycetes	Zygophlyctidales	Zygophlyctidaceae	Zygophlyctis	Zygophlyctis_melosirae	15.0	NA	ENA
Alloleptosphaeria_iridicola	0.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Alloleptosphaeria	Alloleptosphaeria_iridicola	12.0	NA	ENA
Graphiola_phoenicis	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Graphiolaceae	Graphiola	Graphiola_phoenicis	6.0	Plant Pathogen	Pat
Kondoa_subrosea	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa_subrosea	3.0	NA	ENA
Stictidaceae_sp	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Stictidaceae_gen_Incertae_sedis	Stictidaceae_sp	3.0	NA	ENA
Krasilnikovozyma_huempii	0.0	0.0	3.0	12.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Krasilnikovozyma	Krasilnikovozyma_huempii	46.0	NA	ENA
Sporobolomyces_sp	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_sp	11.0	Fungal Parasite, Litter Saprotroph	Nop
Diaporthales_sp	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthales_fam_Incertae_sedis	Diaporthales_gen_Incertae_sedis	Diaporthales_sp	2.0	NA	ENA
Ophiocordyceps_khokpasiensis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps_khokpasiensis	2.0	Endophyte, Insect Pathogen	Nop
Cladophialophora_minutissima	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_minutissima	11.0	Undefined Saprotroph	Sap
Alternaria_brassicae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_brassicae	12.0	Animal Pathogen, Endophyte, Plant Pathogen, Wood Saprotroph	Pat
Trematosphaeria_grisea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	Trematosphaeria_grisea	7.0	Undefined Saprotroph	Sap
Fusarium_solani	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani	5.0	Animal Pathogen, Endophyte, Lichen Parasite, Plant Pathogen, Soil Saprotroph, Wood Saprotroph	Pat
Helicoma_sp	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Helicoma	Helicoma_sp	4.0	Undefined Saprotroph	Sap
Triadelphia_loudetiae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Microascales	Triadelphiaceae	Triadelphia	Triadelphia_loudetiae	4.0	Animal Pathogen, Undefined Saprotroph	Nop
Vishniacozyma_pseudopenaeus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_pseudopenaeus	2.0	NA	ENA
Dacrymyces_stillatus	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacrymyces	Dacrymyces_stillatus	3.0	Wood Saprotroph	Sap
Solicoccozyma_aeria	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_aeria	8.0	NA	ENA
Metschnikowia_sp	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_sp	2.0	NA	ENA
Xenopolyscytalum_sp	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Xenopolyscytalum	Xenopolyscytalum_sp	4.0	Undefined Saprotroph	Sap
Aspergillus_nutans	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_nutans	10.0	NA	ENA
Bulbothrix_asiatica	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Bulbothrix	Bulbothrix_asiatica	4.0	Lichenized	Nop
Sterigmatomyces_elviae	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Sterigmatomyces	Sterigmatomyces_elviae	5.0	NA	ENA
Agaricomycotina_sp	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycotina_cls_Incertae_sedis	Agaricomycotina_ord_Incertae_sedis	Agaricomycotina_fam_Incertae_sedis	Agaricomycotina_gen_Incertae_sedis	Agaricomycotina_sp	1.0	NA	ENA
Mucorales_sp	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucorales_fam_Incertae_sedis	Mucorales_gen_Incertae_sedis	Mucorales_sp	3.0	NA	ENA
Naganishia_diffluens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_diffluens	3.0	NA	ENA
Hyalodendriella_sp	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Hyalodendriella	Hyalodendriella_sp	2.0	Undefined Saprotroph	Sap
