Species	WP028_5z	WP029_6c	WP030_23	WP031_14	WP033_26	WP034_11	WP035_5c	WP036_2z	WP037_32	WP038_28	WP039_18	WP040_4c	WP041_2c	WP032_9	WP027_B	PCR_control	Kingdom	Phylum	Class	Order	Family	Genus	Species	Total abundance	Guild	Guild category
Colacogloea_sp	0.0	0.0	8.0	4.0	35.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	18.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Colacogloeaceae	Colacogloea	Colacogloea_sp	69.0	Fungal Parasite	Nop
Stachylidium_bicolor	0.0	3.0	0.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Stachylidium	Stachylidium_bicolor	13.0	Animal Pathogen, Endophyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Devriesia_thermodurans	17.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	Devriesia_thermodurans	36.0	Plant Pathogen	Pat
Glomeraceae_sp	0.0	0.0	0.0	0.0	3.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp	17.0	NA	ENA
Symmetrospora_foliicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_foliicola	1.0	NA	ENA
Plectosphaerella_slobbergiarum	2.0	66.0	2.0	42.0	14.0	0.0	9.0	16.0	16.0	0.0	5.0	28.0	8.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_slobbergiarum	208.0	Endophyte, Plant Pathogen	Pat
Tolypocladium_tropicale	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium_tropicale	12.0	Animal Pathogen, Clavicipitaceous Endophyte, Fungal Parasite	End
Fusarium_oxysporum	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	4.0	6.0	4.0	3.0	1.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_oxysporum	28.0	Animal Pathogen, Endophyte, Lichen Parasite, Plant Pathogen, Soil Saprotroph, Wood Saprotroph	Pat
Pseudeurotium_desertorum	0.0	1.0	1.0	6.0	1.0	0.0	6.0	7.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum	25.0	Undefined Saprotroph	Sap
Arthrographis_longispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	Arthrographis_longispora	1.0	NA	ENA
Pleurotheciella_dimorphospora	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	Pleurotheciella_dimorphospora	10.0	Undefined Saprotroph	Sap
Neodevriesiaceae_sp	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesiaceae_gen_Incertae_sedis	Neodevriesiaceae_sp	19.0	NA	ENA
Venturiaceae_sp	1.0	0.0	0.0	0.0	23.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturiaceae_gen_Incertae_sedis	Venturiaceae_sp	29.0	NA	ENA
Trichoderma_parapiluliferum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_parapiluliferum	4.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Lophiotrema_lincangensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema_lincangensis	1.0	Undefined Saprotroph	Sap
Monoblepharidales_sp	5.0	3.0	0.0	2.0	2.0	0.0	3.0	7.0	2.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	Fungi	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Monoblepharidales_fam_Incertae_sedis	Monoblepharidales_gen_Incertae_sedis	Monoblepharidales_sp	55.0	NA	ENA
Penicillium_bialowiezense	6.0	2.0	3.0	0.0	3.0	0.0	0.0	9.0	5.0	10.0	2.0	0.0	0.0	2.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_bialowiezense	42.0	Dung Saprotroph, Undefined Saprotroph, Wood Saprotroph	Sap
Rhizophlyctis_rosea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	15.0	0.0	0.0	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea	17.0	Undefined Saprotroph	Sap
Sporothrix_mexicana	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	31.0	10.0	0.0	0.0	12.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix_mexicana	59.0	Animal Pathogen, Endophyte, Plant Saprotroph, Soil Saprotroph	Sap
Russula_ochroleuca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	2.0	0.0	0.0	46.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_ochroleuca	75.0	Ectomycorrhizal	Myc
Chromelosporium_macrospermum	4.0	3.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	3.0	14.0	3.0	12.0	0.0	0.0	0.0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Chromelosporium	Chromelosporium_macrospermum	45.0	Ectomycorrhizal	Myc
Sareales_sp	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sareomycetes	Sareales	Sareales_fam_Incertae_sedis	Sareales_gen_Incertae_sedis	Sareales_sp	8.0	NA	ENA
Botryosphaeriales_sp	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_fam_Incertae_sedis	Botryosphaeriales_gen_Incertae_sedis	Botryosphaeriales_sp	6.0	NA	ENA
Hypomyces_odoratus	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	Hypomyces_odoratus	4.0	Fungal Parasite	Nop
Wardomyces_humicola	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Wardomyces	Wardomyces_humicola	10.0	Undefined Saprotroph	Sap
Talaromyces_radicus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_radicus	4.0	Undefined Saprotroph	Sap
Sphaerosporella_sp	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sphaerosporella	Sphaerosporella_sp	7.0	Ectomycorrhizal	Myc
Entoloma_juncinum	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_juncinum	3.0	Ectomycorrhizal, Fungal Parasite, Soil Saprotroph, Undefined Saprotroph	Myc
Humicolopsis_cephalosporioides	0.0	0.0	4.0	3.0	1.0	1.0	0.0	0.0	0.0	2.0	6.0	3.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Humicolopsis	Humicolopsis_cephalosporioides	21.0	NA	ENA
Humicola_fuscoatra	0.0	0.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_fuscoatra	12.0	NA	ENA
Acremonium_sp	9.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	2.0	22.0	2.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_sp	44.0	Animal Pathogen, Endophyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Lopadostoma_fagi	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Lopadostomataceae	Lopadostoma	Lopadostoma_fagi	6.0	Undefined Saprotroph	Sap
Lachnellula_sp	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	Lachnellula_sp	5.0	Undefined Saprotroph	Sap
Oberwinklerozyma_straminea	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Oberwinklerozyma	Oberwinklerozyma_straminea	16.0	NA	ENA
Scleropezicula_sp	3.0	15.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Scleropezicula	Scleropezicula_sp	24.0	Undefined Saprotroph	Sap
Daldinia_decipiens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia_decipiens	1.0	Undefined Saprotroph	Sap
Itersonilia_pannonica	2.0	3.0	7.0	8.0	4.0	0.0	0.0	1.0	0.0	20.0	13.0	3.0	6.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	Itersonilia_pannonica	67.0	Litter Saprotroph, Plant Pathogen	Pat
Dactylidispora_ellipsospora	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Melanosporales	Ceratostomataceae	Dactylidispora	Dactylidispora_ellipsospora	14.0	NA	ENA
Tremella_subalpina	0.0	5.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_subalpina	11.0	NA	ENA
Yamadazyma_triangularis	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma_triangularis	25.0	NA	ENA
Penicillium_pancosmium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_pancosmium	1.0	Dung Saprotroph, Undefined Saprotroph, Wood Saprotroph	Sap
Zymoseptoria_brevis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	4.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria_brevis	31.0	NA	ENA
Rhizodermea_veluwensis	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Rhizodermea	Rhizodermea_veluwensis	23.0	Undefined Saprotroph	Sap
Byssochlamys_sp	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	Byssochlamys_sp	4.0	Undefined Saprotroph	Sap
Sporidiobolaceae_sp	0.0	2.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	14.0	5.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae_gen_Incertae_sedis	Sporidiobolaceae_sp	27.0	NA	ENA
Saitozyma_paraflava	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_paraflava	3.0	NA	ENA
Entomortierella_beljakovae	50.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella_beljakovae	54.0	NA	ENA
Clonostachys_eriocamporesii	0.0	0.0	2.0	0.0	2.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys_eriocamporesii	16.0	Plant Pathogen	Pat
Brunneomyces_brunnescens	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneomyces	Brunneomyces_brunnescens	7.0	Animal Pathogen, Endophyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Chordomyces_antarcticus	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chordomyces	Chordomyces_antarcticus	11.0	Animal Pathogen, Endophyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Microbotryozyma_sp	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Microbotryozyma	Microbotryozyma_sp	3.0	NA	ENA
Paragibellulopsis_sp	3.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Paragibellulopsis	Paragibellulopsis_sp	12.0	Animal Pathogen, Endophyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Dictyosporiaceae_sp	0.0	3.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporiaceae_gen_Incertae_sedis	Dictyosporiaceae_sp	17.0	NA	ENA
Aphelidiales_sp	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	11.0	1.0	0.0	0.0	Fungi	Aphelidiomycota	Aphelidiomycetes	Aphelidiales	Aphelidiales_fam_Incertae_sedis	Aphelidiales_gen_Incertae_sedis	Aphelidiales_sp	23.0	NA	ENA
Leptosphaeria_sp	6.0	10.0	0.0	0.0	8.0	0.0	4.0	14.0	0.0	0.0	0.0	20.0	7.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria_sp	69.0	Plant Pathogen	Pat
Pholiota_squarrosa	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota_squarrosa	3.0	Undefined Saprotroph	Sap
Hirsutella_sp	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella_sp	6.0	Animal Pathogen	Nop
Phaffia_sp	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Phaffia	Phaffia_sp	11.0	NA	ENA
Myriangiales_sp	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiales_fam_Incertae_sedis	Myriangiales_gen_Incertae_sedis	Myriangiales_sp	11.0	NA	ENA
Tulasnella_calospora	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella_calospora	6.0	Ectomycorrhizal, Undefined Saprotroph	Myc
Phomopsis_vaccinii	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Phomopsis	Phomopsis_vaccinii	11.0	NA	ENA
Leotiaceae_sp	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotiaceae_gen_Incertae_sedis	Leotiaceae_sp	3.0	NA	ENA
Botryobasidium_laeve	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium_laeve	6.0	NA	ENA
Epicoccum_plurivorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_plurivorum	16.0	Endophyte, Fungal Parasite, Lichen Parasite, Plant Pathogen, Wood Saprotroph	Pat
Liebetanzomyces_polymorphus	0.0	0.0	0.0	11.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Liebetanzomyces	Liebetanzomyces_polymorphus	18.0	NA	ENA
Bactrodesmium_sp	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Bactrodesmium	Bactrodesmium_sp	23.0	Wood Saprotroph	Sap
Paraphoma_pye	3.0	1.0	0.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye	19.0	NA	ENA
Orbilia_foliicola	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_foliicola	2.0	Wood Saprotroph	Sap
Chaetomiaceae_sp	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomiaceae_gen_Incertae_sedis	Chaetomiaceae_sp	15.0	NA	ENA
Krasilnikovozyma_fibulata	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Krasilnikovozyma	Krasilnikovozyma_fibulata	17.0	NA	ENA
Gliomastix_roseogrisea	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	Gliomastix_roseogrisea	8.0	Undefined Saprotroph	Sap
Pyrenochaetopsis_leptospora	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora	4.0	Endophyte, Lichen Parasite, Undefined Saprotroph	Nop
Diatrype_stigma	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrype	Diatrype_stigma	5.0	Plant Pathogen	Pat
Tylospora_fibrillosa	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Tylospora	Tylospora_fibrillosa	1.0	Ectomycorrhizal	Myc
Irineochytrium_sp	0.0	0.0	15.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Irineochytrium	Irineochytrium_sp	16.0	NA	ENA
Russula_medullata	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_medullata	7.0	Ectomycorrhizal	Myc
Mutinus_ravenelii	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Mutinus	Mutinus_ravenelii	1.0	Leaf Saprotroph	Sap
Cryptococcus_sp	0.0	2.0	12.0	2.0	8.0	0.0	0.0	0.0	2.0	4.0	6.0	1.0	14.0	5.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_sp	56.0	Animal Pathogen, Endophyte, Epiphyte, Undefined Saprotroph	Pat
Slooffia_sp	5.0	5.0	3.0	0.0	3.0	0.0	1.0	1.0	11.0	1.0	7.0	8.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Slooffia	Slooffia_sp	45.0	NA	ENA
Malassezia_restricta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	2.0	Animal Pathogen, Undefined Saprotroph	Nop
Orbilia_sp	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_sp	1.0	Wood Saprotroph	Sap
Chrysozymaceae_sp	0.0	0.0	4.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Chrysozymaceae_gen_Incertae_sedis	Chrysozymaceae_sp	13.0	NA	ENA
Gerhardtia_borealis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Gerhardtia	Gerhardtia_borealis	5.0	NA	ENA
Zopfiella_tardifaciens	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella_tardifaciens	11.0	Dung Saprotroph	Nop
Rasamsonia_byssochlamydoides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Rasamsonia	Rasamsonia_byssochlamydoides	3.0	Undefined Saprotroph	Sap
Spadicoides_sp	0.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Helminthosphaeriaceae	Spadicoides	Spadicoides_sp	13.0	Undefined Saprotroph	Sap
